Country,Year,Value
Madagascar,2011,0.112992805
Madagascar,2010,0.098983365
Madagascar,2009,0.092499326
Madagascar,2008,0.099740761
Madagascar,2007,0.093705131
Madagascar,2006,0.089405156
Madagascar,2005,0.095231683
Madagascar,2004,0.101772992
Madagascar,2003,0.098664011
Madagascar,2002,0.073839439
Madagascar,2001,0.107283198
Madagascar,2000,0.119012988
Madagascar,1999,0.126134972
Madagascar,1998,0.117520568
Madagascar,1997,0.118742384
Madagascar,1996,0.101694951
Madagascar,1995,0.09758658
Madagascar,1994,0.100956889
Madagascar,1993,0.084686453
Madagascar,1992,0.085217189
Madagascar,1991,0.09030147
Madagascar,1990,0.085435789
Madagascar,1989,0.086393633
Madagascar,1988,0.122370908
Madagascar,1987,0.125664328
Madagascar,1986,0.115036211
Madagascar,1985,0.1083812
Madagascar,1984,0.098900574
Madagascar,1983,0.071306652
Madagascar,1982,0.110956194
Madagascar,1981,0.115518639
Madagascar,1980,0.185728923
Madagascar,1979,0.133181546
Madagascar,1978,0.123284325
Madagascar,1977,0.105468171
Madagascar,1976,0.127410591
Madagascar,1975,0.223628345
Madagascar,1974,0.161421774
Madagascar,1973,0.150219836
Madagascar,1972,0.185133213
Madagascar,1971,0.151879665
Madagascar,1970,0.147766199
Madagascar,1969,0.132919321
Madagascar,1968,0.146498695
Madagascar,1967,0.138895339
Madagascar,1966,0.097901339
Madagascar,1965,0.096613424
Madagascar,1964,0.086046133
Madagascar,1963,0.084212917
Madagascar,1962,0.07398844
Madagascar,1961,0.068094335
Madagascar,1960,0.078382804
Malawi,2011,0.079231485
Malawi,2010,0.082179517
Malawi,2009,0.073703111
Malawi,2008,0.082545714
Malawi,2007,0.070632195
Malawi,2006,0.072711421
Malawi,2005,0.07191411
Malawi,2004,0.078614767
Malawi,2003,0.079160407
Malawi,2002,0.074965406
Malawi,2001,0.078816818
Malawi,2000,0.080919359
Malawi,1999,0.091653578
Malawi,1998,0.078452952
Malawi,1997,0.073980298
Malawi,1996,0.071091692
Malawi,1995,0.074289623
Malawi,1994,0.073900953
Malawi,1993,0.071467219
Malawi,1992,0.06778876
Malawi,1991,0.068726189
Malawi,1990,0.065085464
Malawi,1989,0.062240992
Malawi,1988,0.062953213
Malawi,1987,0.067384113
Malawi,1986,0.072693586
Malawi,1985,0.077353904
Malawi,1984,0.080867873
Malawi,1983,0.086451395
Malawi,1982,0.091624508
Malawi,1981,0.095625431
Malawi,1980,0.115426258
Malawi,1979,0.106580337
Malawi,1978,0.11555732
Malawi,1977,0.113376339
Malawi,1976,0.106887298
Malawi,1975,0.109466492
Malawi,1974,0.106989931
Malawi,1973,0.114482272
Malawi,1972,0.112434457
Malawi,1971,0.106240562
Malawi,1970,0.098769283
Malawi,1969,0.085042199
Malawi,1968,0.088934313
Malawi,1967,0.086039156
Malawi,1966,0.103180707
Malawi,1965,0.085832093
Malawi,1964,0.083268911
Malaysia,2011,7.898823573
Malaysia,2010,7.986951475
Malaysia,2009,7.373235988
Malaysia,2008,7.656532739
Malaysia,2007,7.037791323
Malaysia,2006,6.497627846
Malaysia,2005,6.875947332
Malaysia,2004,6.605572882
Malaysia,2003,6.444308539
Malaysia,2002,5.537623038
Malaysia,2001,5.715353558
Malaysia,2000,5.405598437
Malaysia,1999,4.713588472
Malaysia,1998,5.107167872
Malaysia,1997,5.723601318
Malaysia,1996,5.896967769
Malaysia,1995,5.844623648
Malaysia,1994,4.652623786
Malaysia,1993,4.65579306
Malaysia,1992,3.92082032
Malaysia,1991,3.666052373
Malaysia,1990,3.107600327
Malaysia,1989,2.817079161
Malaysia,1988,2.483672685
Malaysia,1987,2.440349148
Malaysia,1986,2.464895964
Malaysia,1985,2.298687671
Malaysia,1984,2.262852606
Malaysia,1983,2.543836407
Malaysia,1982,2.102079989
Malaysia,1981,2.173808169
Malaysia,1980,2.023859565
Malaysia,1979,2.01998951
Malaysia,1978,1.761545575
Malaysia,1977,1.753895583
Malaysia,1976,1.896414783
Malaysia,1975,1.579470868
Malaysia,1974,1.584082478
Malaysia,1973,1.491553162
Malaysia,1972,1.563103835
Malaysia,1971,1.491450516
Malaysia,1970,1.338572181
Maldives,2011,2.927763926
Maldives,2010,2.927604905
Maldives,2009,2.964158333
Maldives,2008,2.78570442
Maldives,2007,2.626790831
Maldives,2006,2.664906907
Maldives,2005,2.181922118
Maldives,2004,2.491679487
Maldives,2003,1.9661875
Maldives,2002,2.321198653
Maldives,2001,1.971640411
Maldives,2000,1.743748252
Maldives,1999,1.663246429
Maldives,1998,1.231354244
Maldives,1997,1.389015152
Maldives,1996,1.217667939
Maldives,1995,1.078529412
Maldives,1994,0.898040816
Maldives,1993,0.894020661
Maldives,1992,1.081294872
Maldives,1991,0.759246696
Maldives,1990,0.706486239
Maldives,1989,0.575738965
Maldives,1988,0.454373022
Maldives,1987,0.397293397
Maldives,1986,0.411008595
Maldives,1985,0.348222906
Maldives,1984,0.320850468
Maldives,1983,0.291266212
Maldives,1982,0.280647117
Maldives,1981,0.290971349
Maldives,1980,0.278010134
Maldives,1979,0.191382066
Maldives,1978,0.147865884
Maldives,1977,0.101406893
Maldives,1976,0.078253261
Maldives,1975,0.053754929
Maldives,1974,0.027754651
Maldives,1973,0.028711918
Maldives,1972,0.029723114
Maldives,1971,0.030733772
Mali,2011,0.079956379
Mali,2010,0.081476607
Mali,2009,0.078108539
Mali,2008,0.075281844
Mali,2007,0.073290823
Mali,2006,0.070805643
Mali,2005,0.069745223
Mali,2004,0.070254352
Mali,2003,0.069767498
Mali,2002,0.072257594
Mali,2001,0.072849433
Mali,2000,0.074356251
Mali,1999,0.074115018
Mali,1998,0.073025275
Mali,1997,0.051571696
Mali,1996,0.049258538
Mali,1995,0.048687209
Mali,1994,0.049239269
Mali,1993,0.049795821
Mali,1992,0.049904394
Mali,1991,0.050316394
Mali,1990,0.049717198
Mali,1989,0.050228495
Mali,1988,0.047012912
Mali,1987,0.044513573
Mali,1986,0.047926267
Mali,1985,0.05197174
Mali,1984,0.056726799
Mali,1983,0.055425233
Mali,1982,0.049643486
Mali,1981,0.054747406
Mali,1980,0.055340209
Mali,1979,0.061672076
Mali,1978,0.057971787
Mali,1977,0.061730834
Mali,1976,0.051696295
Mali,1975,0.052609762
Mali,1974,0.047792749
Mali,1973,0.042788169
Mali,1972,0.039965944
Mali,1971,0.037613168
Mali,1970,0.033902091
Mali,1969,0.02752716
Mali,1968,0.034254227
Mali,1967,0.039200708
Mali,1966,0.033834061
Mali,1965,0.03556048
Mali,1964,0.031981115
Mali,1963,0.032346303
Mali,1962,0.025894154
Mali,1961,0.022047748
Mali,1960,0.022989591
Malta,2011,6.034321639
Malta,2010,6.316495701
Malta,2009,5.796405618
Malta,2008,6.252313871
Malta,2007,6.698844917
Malta,2006,6.351303206
Malta,2005,6.683221324
Malta,2004,6.415248662
Malta,2003,6.476880542
Malta,2002,5.806537886
Malta,2001,6.325824114
Malta,2000,5.413532514
Malta,1999,6.186419232
Malta,1998,5.682394918
Malta,1997,6.723491349
Malta,1996,6.031525114
Malta,1995,5.741551104
Malta,1994,6.627570725
Malta,1993,7.319842941
Malta,1992,5.653875325
Malta,1991,5.801971895
Malta,1990,6.150148234
Malta,1989,6.189700104
Malta,1988,5.79625135
Malta,1987,5.386307096
Malta,1986,4.340964162
Malta,1985,3.563982381
Malta,1984,4.126294265
Malta,1983,3.01770522
Malta,1982,4.028211281
Malta,1981,3.586735302
Malta,1980,3.231041071
Malta,1979,2.890608345
Malta,1978,3.014633344
Malta,1977,2.616128612
Malta,1976,2.494443609
Malta,1975,2.193772968
Malta,1974,2.464936622
Malta,1973,2.669556585
Malta,1972,2.776468838
Malta,1971,2.180574827
Malta,1970,2.193051379
Malta,1969,2.145008216
Malta,1968,2.072289704
Malta,1967,1.671365752
Malta,1966,1.314628807
Malta,1965,1.483823714
Malta,1964,1.552410895
Malta,1963,1.273303364
Malta,1962,1.018925594
Malta,1961,0.901952344
Malta,1960,1.044345429
Marshall Islands,2011,1.954207191
Marshall Islands,2010,1.958419165
Marshall Islands,2009,1.962424266
Marshall Islands,2008,1.895961395
Marshall Islands,2007,1.899052478
Marshall Islands,2006,1.760272657
Marshall Islands,2005,1.620135234
Marshall Islands,2004,1.690056458
Marshall Islands,2003,1.618363235
Marshall Islands,2002,1.616936025
Marshall Islands,2001,1.545952782
Marshall Islands,2000,1.476332892
Marshall Islands,1999,1.267493663
Marshall Islands,1998,1.341878202
Marshall Islands,1997,1.276785887
Marshall Islands,1996,1.28423838
Marshall Islands,1995,1.29372795
Marshall Islands,1994,1.305059612
Marshall Islands,1993,1.245484696
Marshall Islands,1992,1.113867401
Marshall Islands,1991,1.058930303
Marshall Islands,1990,1.007843552
Mauritania,2011,0.627225464
Mauritania,2010,0.595272317
Mauritania,2009,0.608387039
Mauritania,2008,0.567036613
Mauritania,2007,0.55418962
Mauritania,2006,0.496585807
Mauritania,2005,0.503413825
Mauritania,2004,0.501315548
Mauritania,2003,0.467206623
Mauritania,2002,0.469073434
Mauritania,2001,0.458948358
Mauritania,2000,0.432776762
Mauritania,1999,0.430869425
Mauritania,1998,0.416797802
Mauritania,1997,1.195090599
Mauritania,1996,1.237192354
Mauritania,1995,1.271056648
Mauritania,1994,1.376695217
Mauritania,1993,1.343777884
Mauritania,1992,1.374107698
Mauritania,1991,1.321738654
Mauritania,1990,1.317366758
Mauritania,1989,1.447154459
Mauritania,1988,1.685919822
Mauritania,1987,1.761396752
Mauritania,1986,0.206000797
Mauritania,1985,0.371503604
Mauritania,1984,0.507811695
Mauritania,1983,0.56176365
Mauritania,1982,0.54407533
Mauritania,1981,0.420456928
Mauritania,1980,0.411140191
Mauritania,1979,0.405856276
Mauritania,1978,0.402476351
Mauritania,1977,0.395975905
Mauritania,1976,0.378057822
Mauritania,1975,0.383621575
Mauritania,1974,0.375008425
Mauritania,1973,0.374351093
Mauritania,1972,0.367328674
Mauritania,1971,0.337888067
Mauritania,1970,0.373431989
Mauritania,1969,0.246484554
Mauritania,1968,0.216584563
Mauritania,1967,0.188179058
Mauritania,1966,0.175835715
Mauritania,1965,0.162588878
Mauritania,1964,0.121758223
Mauritania,1963,0.094024235
Mauritania,1962,0.068566784
Mauritania,1961,0.053973911
Mauritania,1960,0.042730461
Mauritius,2011,3.127070817
Mauritius,2010,3.132082534
Mauritius,2009,2.963163435
Mauritius,2008,3.029991456
Mauritius,2007,2.97588958
Mauritius,2006,2.94193012
Mauritius,2005,2.683999401
Mauritius,2004,2.53175545
Mauritius,2003,2.523504784
Mauritius,2002,2.395715333
Mauritius,2001,2.39401331
Mauritius,2000,2.267789393
Mauritius,1999,2.065534045
Mauritius,1998,1.870755528
Mauritius,1997,1.740436164
Mauritius,1996,1.720327056
Mauritius,1995,1.630203206
Mauritius,1994,1.459753641
Mauritius,1993,1.617341034
Mauritius,1992,1.575762997
Mauritius,1991,1.421894183
Mauritius,1990,1.381911171
Mauritius,1989,1.001111999
Mauritius,1988,0.818998331
Mauritius,1987,0.898980969
Mauritius,1986,0.777360068
Mauritius,1985,0.693494936
Mauritius,1984,0.619486258
Mauritius,1983,0.59671196
Mauritius,1982,0.506164605
Mauritius,1981,0.553530886
Mauritius,1980,0.611141993
Mauritius,1979,0.694881923
Mauritius,1978,0.675655785
Mauritius,1977,0.696483206
Mauritius,1976,0.683638405
Mauritius,1975,0.661868834
Mauritius,1974,0.789327845
Mauritius,1973,0.784435818
Mauritius,1972,0.809099903
Mauritius,1971,0.471904007
Mauritius,1970,0.603767554
Mauritius,1969,0.704146331
Mauritius,1968,0.799157829
Mauritius,1967,0.636179596
Mauritius,1966,0.357726781
Mauritius,1965,0.404197875
Mauritius,1964,0.418299766
Mauritius,1963,0.290764139
Mauritius,1962,0.361281304
Mauritius,1961,0.274719173
Mauritius,1960,0.272514943
Mexico,2011,3.876107611
Mexico,2010,3.752090816
Mexico,2009,3.857149599
Mexico,2008,4.126988108
Mexico,2007,4.055762037
Mexico,2006,3.99784272
Mexico,2005,3.967619346
Mexico,2004,3.803581325
Mexico,2003,3.797591662
Mexico,2002,3.711551504
Mexico,2001,3.795452375
Mexico,2000,3.720588299
Mexico,1999,3.778220651
Mexico,1998,3.754438468
Mexico,1997,3.666519746
Mexico,1996,3.550384382
Mexico,1995,3.476675418
Mexico,1994,3.756963236
Mexico,1993,3.63580804
Mexico,1992,3.688685
Mexico,1991,3.736513261
Mexico,1990,3.671223269
Mexico,1989,4.313120483
Mexico,1988,3.734559364
Mexico,1987,3.814730901
Mexico,1986,3.731456738
Mexico,1985,3.73113507
Mexico,1984,3.666408698
Mexico,1983,3.755968705
Mexico,1982,4.201876427
Mexico,1981,4.010245136
Mexico,1980,3.872060646
Mexico,1979,3.558567727
Mexico,1978,3.372164663
Mexico,1977,2.997426827
Mexico,1976,2.940564503
Mexico,1975,2.701918878
Mexico,1974,2.623226578
Mexico,1973,2.518930113
Mexico,1972,2.387510374
Mexico,1971,2.351828302
Mexico,1970,2.192453299
Mexico,1969,2.028579029
Mexico,1968,1.92231424
Mexico,1967,1.899698633
Mexico,1966,1.758943777
Mexico,1965,1.686277724
Mexico,1964,1.716861446
Mexico,1963,1.58230541
Mexico,1962,1.569744418
Mexico,1961,1.657749804
Mexico,1960,1.653382289
"Micronesia, Fed. Sts.",2011,1.240335923
"Micronesia, Fed. Sts.",2010,1.167845665
"Micronesia, Fed. Sts.",2009,1.622550764
"Micronesia, Fed. Sts.",2008,1.158310361
"Micronesia, Fed. Sts.",2007,1.360991625
"Micronesia, Fed. Sts.",2006,1.179769114
"Micronesia, Fed. Sts.",2005,1.139484736
"Micronesia, Fed. Sts.",2004,1.376307764
"Micronesia, Fed. Sts.",2003,1.373202516
"Micronesia, Fed. Sts.",2002,1.371058953
"Micronesia, Fed. Sts.",2001,1.642399925
"Micronesia, Fed. Sts.",2000,1.26295262
"Micronesia, Fed. Sts.",1999,1.088453547
"Micronesia, Fed. Sts.",1998,0.745352748
"Micronesia, Fed. Sts.",1997,0.709702689
Middle East & North Africa (all income levels),2011,5.962865313
Middle East & North Africa (all income levels),2010,5.987226314
Middle East & North Africa (all income levels),2009,5.787677046
Middle East & North Africa (all income levels),2008,5.614544417
Middle East & North Africa (all income levels),2007,5.381823993
Middle East & North Africa (all income levels),2006,5.47158576
Middle East & North Africa (all income levels),2005,5.29201969
Middle East & North Africa (all income levels),2004,5.149238713
Middle East & North Africa (all income levels),2003,4.833553792
Middle East & North Africa (all income levels),2002,4.597701318
Middle East & North Africa (all income levels),2001,4.627212473
Middle East & North Africa (all income levels),2000,4.675950902
Middle East & North Africa (all income levels),1999,4.382512819
Middle East & North Africa (all income levels),1998,4.188882686
Middle East & North Africa (all income levels),1997,3.895202564
Middle East & North Africa (all income levels),1996,4.104478673
Middle East & North Africa (all income levels),1995,4.198479713
Middle East & North Africa (all income levels),1994,4.411878173
Middle East & North Africa (all income levels),1993,4.297786118
Middle East & North Africa (all income levels),1992,4.054214841
Middle East & North Africa (all income levels),1991,3.860460116
Middle East & North Africa (all income levels),1990,3.743830179
Middle East & North Africa (all income levels),1989,3.731408004
Middle East & North Africa (all income levels),1988,3.712758711
Middle East & North Africa (all income levels),1987,3.579598086
Middle East & North Africa (all income levels),1986,3.640591221
Middle East & North Africa (all income levels),1985,3.52371045
Middle East & North Africa (all income levels),1984,3.436935789
Middle East & North Africa (all income levels),1983,3.315536164
Middle East & North Africa (all income levels),1982,3.211454161
Middle East & North Africa (all income levels),1981,3.283800919
Middle East & North Africa (all income levels),1980,3.492803722
Middle East & North Africa (all income levels),1979,3.555716081
Middle East & North Africa (all income levels),1978,3.487588511
Middle East & North Africa (all income levels),1977,3.411680865
Middle East & North Africa (all income levels),1976,3.337140276
Middle East & North Africa (all income levels),1975,2.909790217
Middle East & North Africa (all income levels),1974,3.034209422
Middle East & North Africa (all income levels),1973,3.07587958
Middle East & North Africa (all income levels),1972,2.671692684
Middle East & North Africa (all income levels),1971,2.554997557
Middle East & North Africa (all income levels),1970,2.33719662
Middle East & North Africa (all income levels),1969,2.273612443
Middle East & North Africa (all income levels),1968,2.07038217
Middle East & North Africa (all income levels),1967,1.783211004
Middle East & North Africa (all income levels),1966,1.72223196
Middle East & North Africa (all income levels),1965,1.555255089
Middle East & North Africa (all income levels),1964,1.34401572
Middle East & North Africa (all income levels),1963,1.186992117
Middle East & North Africa (all income levels),1962,1.062633736
Middle East & North Africa (all income levels),1961,0.991749845
Middle East & North Africa (all income levels),1960,0.969101074
Middle East & North Africa (developing only),2011,3.878219274
Middle East & North Africa (developing only),2010,3.882503271
Middle East & North Africa (developing only),2009,3.841796352
Middle East & North Africa (developing only),2008,3.788672097
Middle East & North Africa (developing only),2007,3.624609476
Middle East & North Africa (developing only),2006,3.643387282
Middle East & North Africa (developing only),2005,3.585367887
Middle East & North Africa (developing only),2004,3.437610063
Middle East & North Africa (developing only),2003,3.296066037
Middle East & North Africa (developing only),2002,3.132001126
Middle East & North Africa (developing only),2001,3.171593259
Middle East & North Africa (developing only),2000,3.13334234
Middle East & North Africa (developing only),1999,3.169480677
Middle East & North Africa (developing only),1998,2.984698504
Middle East & North Africa (developing only),1997,2.719099836
Middle East & North Africa (developing only),1996,2.811815322
Middle East & North Africa (developing only),1995,2.839229406
Middle East & North Africa (developing only),1994,2.783578201
Middle East & North Africa (developing only),1993,2.658559839
Middle East & North Africa (developing only),1992,2.592103298
Middle East & North Africa (developing only),1991,2.551011041
Middle East & North Africa (developing only),1990,2.471748946
Middle East & North Africa (developing only),1989,2.528737629
Middle East & North Africa (developing only),1988,2.523008838
Middle East & North Africa (developing only),1987,2.414115384
Middle East & North Africa (developing only),1986,2.338934895
Middle East & North Africa (developing only),1985,2.357972705
Middle East & North Africa (developing only),1984,2.331879263
Middle East & North Africa (developing only),1983,2.225886849
Middle East & North Africa (developing only),1982,2.058920674
Middle East & North Africa (developing only),1981,1.980163806
Middle East & North Africa (developing only),1980,2.195279948
Middle East & North Africa (developing only),1979,2.425490143
Middle East & North Africa (developing only),1978,2.394558302
Middle East & North Africa (developing only),1977,2.315455657
Middle East & North Africa (developing only),1976,2.288925591
Middle East & North Africa (developing only),1975,1.980691557
Middle East & North Africa (developing only),1974,1.990877661
Middle East & North Africa (developing only),1973,1.978270885
Middle East & North Africa (developing only),1972,1.752539303
Middle East & North Africa (developing only),1971,1.717318719
Middle East & North Africa (developing only),1970,1.653933357
Middle East & North Africa (developing only),1969,1.610070909
Middle East & North Africa (developing only),1968,1.622475334
Middle East & North Africa (developing only),1967,1.30832855
Middle East & North Africa (developing only),1966,1.320966485
Middle East & North Africa (developing only),1965,1.141548401
Middle East & North Africa (developing only),1964,0.995196792
Middle East & North Africa (developing only),1963,0.905842071
Middle East & North Africa (developing only),1962,0.850695452
Middle East & North Africa (developing only),1961,0.842334042
Middle East & North Africa (developing only),1960,0.860373404
Middle income,2011,3.424407905
Middle income,2010,3.226961637
Middle income,2009,3.102174818
Middle income,2008,2.98134255
Middle income,2007,2.882285152
Middle income,2006,2.773098128
Middle income,2005,2.617242049
Middle income,2004,2.501598853
Middle income,2003,2.296402573
Middle income,2002,2.080633634
Middle income,2001,2.043815416
Middle income,2000,2.019628847
Middle income,1999,1.985345032
Middle income,1998,1.976695977
Middle income,1997,2.033274298
Middle income,1996,2.054332238
Middle income,1995,2.008655069
Middle income,1994,1.942897123
Middle income,1993,1.930222138
Middle income,1992,1.917987825
Middle income,1991,1.876148541
Middle income,1990,1.830252348
Middle income,1989,1.864144206
Middle income,1988,1.840405454
Middle income,1987,1.775479279
Middle income,1986,1.717975912
Middle income,1985,1.6791713
Middle income,1984,1.609415644
Middle income,1983,1.558706571
Middle income,1982,1.531462888
Middle income,1981,1.467435193
Middle income,1980,1.48420152
Middle income,1979,1.5111596
Middle income,1978,1.481585796
Middle income,1977,1.39871548
Middle income,1976,1.320764503
Middle income,1975,1.265955641
Middle income,1974,1.191173999
Middle income,1973,1.178136833
Middle income,1972,1.124701326
Middle income,1971,1.08757739
Middle income,1970,1.011950971
Middle income,1969,0.8986289
Middle income,1968,0.828681203
Middle income,1967,0.771494664
Middle income,1966,0.810146184
Middle income,1965,0.764476515
Middle income,1964,0.721096852
Middle income,1963,0.703472136
Middle income,1962,0.695776092
Middle income,1961,0.746797882
Middle income,1960,0.87642012
Moldova,2011,1.398821793
Moldova,2010,1.385659642
Moldova,2009,1.276290637
Moldova,2008,1.337336013
Moldova,2007,1.30813803
Moldova,2006,1.393071924
Moldova,2005,1.361666306
Moldova,2004,1.263730162
Moldova,2003,1.187528267
Moldova,2002,1.100182387
Moldova,2001,1.022913361
Moldova,2000,0.965214233
Moldova,1999,1.234733964
Moldova,1998,1.716679461
Moldova,1997,1.942777204
Moldova,1996,3.141359221
Moldova,1995,3.045274155
Moldova,1994,3.275561907
Moldova,1993,4.222846258
Moldova,1992,5.658816244
Mongolia,2011,6.915146531
Mongolia,2010,4.243335224
Mongolia,2009,4.140116094
Mongolia,2008,3.81388549
Mongolia,2007,3.892192769
Mongolia,2006,3.712170957
Mongolia,2005,3.422508368
Mongolia,2004,3.42520711
Mongolia,2003,3.254050453
Mongolia,2002,3.391614416
Mongolia,2001,3.258236769
Mongolia,2000,3.130987746
Mongolia,1999,3.179080577
Mongolia,1998,3.272233515
Mongolia,1997,3.301674363
Mongolia,1996,3.471394142
Mongolia,1995,3.448327225
Mongolia,1994,3.490933767
Mongolia,1993,4.115484066
Mongolia,1992,4.937810284
Mongolia,1991,5.504005104
Mongolia,1990,4.598555957
Mongolia,1989,4.936134696
Mongolia,1988,5.548626703
Mongolia,1987,5.206508979
Mongolia,1986,4.894748853
Mongolia,1985,4.697551622
Mongolia,1984,3.44732928
Mongolia,1983,3.837526567
Mongolia,1982,3.803704393
Mongolia,1981,3.833103257
Mongolia,1980,4.071497649
Mongolia,1979,3.826726867
Mongolia,1978,3.605480489
Mongolia,1977,3.182955962
Mongolia,1976,2.895764581
Mongolia,1975,2.748422262
Mongolia,1974,2.607953988
Mongolia,1973,2.490496348
Mongolia,1972,2.41913466
Mongolia,1971,2.305362974
Mongolia,1970,2.228028855
Mongolia,1969,2.160856471
Mongolia,1968,2.056617138
Mongolia,1967,1.83477215
Mongolia,1966,1.714543493
Mongolia,1965,1.768705431
Mongolia,1964,1.904284437
Mongolia,1963,1.537322654
Mongolia,1962,1.950747927
Mongolia,1961,1.418741982
Mongolia,1960,1.354716938
Montenegro,2011,4.145547583
Montenegro,2010,4.167664361
Montenegro,2009,2.953556075
Montenegro,2008,4.457679397
Montenegro,2007,3.655836006
Montenegro,2006,3.875533515
Montenegro,2005,3.34904381
Morocco,2011,1.737915547
Morocco,2010,1.742832779
Morocco,2009,1.654806038
Morocco,2008,1.687375568
Morocco,2007,1.620931736
Morocco,2006,1.545229558
Morocco,2005,1.506360785
Morocco,2004,1.439231055
Morocco,2003,1.259902656
Morocco,2002,1.295188033
Morocco,2001,1.289361626
Morocco,2000,1.171137629
Morocco,1999,1.157953905
Morocco,1998,1.132413418
Morocco,1997,1.140636752
Morocco,1996,1.132027843
Morocco,1995,1.118249213
Morocco,1994,1.108147816
Morocco,1993,1.072326574
Morocco,1992,1.006685186
Morocco,1991,0.982910745
Morocco,1990,0.943567905
Morocco,1989,0.935865846
Morocco,1988,0.881368217
Morocco,1987,0.853839456
Morocco,1986,0.817916527
Morocco,1985,0.790649621
Morocco,1984,0.806276363
Morocco,1983,0.824507062
Morocco,1982,0.809604185
Morocco,1981,0.771048006
Morocco,1980,0.794350032
Morocco,1979,0.814427613
Morocco,1978,0.68343732
Morocco,1977,0.679685172
Morocco,1976,0.632304872
Morocco,1975,0.622304688
Morocco,1974,0.637598341
Morocco,1973,0.563873271
Morocco,1972,0.480813176
Morocco,1971,0.50049448
Morocco,1970,0.454728485
Morocco,1969,0.371421755
Morocco,1968,0.367054548
Morocco,1967,0.361585777
Morocco,1966,0.374048587
Morocco,1965,0.299054366
Morocco,1964,0.318800881
Morocco,1963,0.293609742
Morocco,1962,0.235120748
Morocco,1961,0.297097241
Morocco,1960,0.295357988
Mozambique,2011,0.131189805
Mozambique,2010,0.118205418
Mozambique,2009,0.108702094
Mozambique,2008,0.101742097
Mozambique,2007,0.10692857
Mozambique,2006,0.091093604
Mozambique,2005,0.086265298
Mozambique,2004,0.093626327
Mozambique,2003,0.096236113
Mozambique,2002,0.082062866
Mozambique,2001,0.084102117
Mozambique,2000,0.073883946
Mozambique,1999,0.066845031
Mozambique,1998,0.065431564
Mozambique,1997,0.066720556
Mozambique,1996,0.063460006
Mozambique,1995,0.069823034
Mozambique,1994,0.06969729
Mozambique,1993,0.072963385
Mozambique,1992,0.070479577
Mozambique,1991,0.074837537
Mozambique,1990,0.07486488
Mozambique,1989,0.079004147
Mozambique,1988,0.077115972
Mozambique,1987,0.074776854
Mozambique,1986,0.074704352
Mozambique,1985,0.087596167
Mozambique,1984,0.118478818
Mozambique,1983,0.154815918
Mozambique,1982,0.203105708
Mozambique,1981,0.203613801
Mozambique,1980,0.268810583
Mozambique,1979,0.227233989
Mozambique,1978,0.253966594
Mozambique,1977,0.246646287
Mozambique,1976,0.239352972
Mozambique,1975,0.277359827
Mozambique,1974,0.310611117
Mozambique,1973,0.359994473
Mozambique,1972,0.340948782
Mozambique,1971,0.381848624
Mozambique,1970,0.322275196
Mozambique,1969,0.357847287
Mozambique,1968,0.313693886
Mozambique,1967,0.216165511
Mozambique,1966,0.250738797
Mozambique,1965,0.241588917
Mozambique,1964,0.263434297
Mozambique,1963,0.208649094
Mozambique,1962,0.25482922
Mozambique,1961,0.344472864
Mozambique,1960,0.251537178
Myanmar,2011,0.200285212
Myanmar,2010,0.173734652
Myanmar,2009,0.202232171
Myanmar,2008,0.176918537
Myanmar,2007,0.249246107
Myanmar,2006,0.250435369
Myanmar,2005,0.232338857
Myanmar,2004,0.250788767
Myanmar,2003,0.200315418
Myanmar,2002,0.189111647
Myanmar,2001,0.181007764
Myanmar,2000,0.211620752
Myanmar,1999,0.190406875
Myanmar,1998,0.173693247
Myanmar,1997,0.163391504
Myanmar,1996,0.160230751
Myanmar,1995,0.155665871
Myanmar,1994,0.141402173
Myanmar,1993,0.122422917
Myanmar,1992,0.11334419
Myanmar,1991,0.098158569
Myanmar,1990,0.101785192
Myanmar,1989,0.10784868
Myanmar,1988,0.101152603
Myanmar,1987,0.124386279
Myanmar,1986,0.172941997
Myanmar,1985,0.174261632
Myanmar,1984,0.17419051
Myanmar,1983,0.156442064
Myanmar,1982,0.155115745
Myanmar,1981,0.159860002
Myanmar,1980,0.160314991
Myanmar,1979,0.151467573
Myanmar,1978,0.156731606
Myanmar,1977,0.161034078
Myanmar,1976,0.156125559
Myanmar,1975,0.149716773
Myanmar,1974,0.156280778
Myanmar,1973,0.140730955
Myanmar,1972,0.171794451
Myanmar,1971,0.183372078
Myanmar,1970,0.169945717
Myanmar,1969,0.121337497
Myanmar,1968,0.113329397
Myanmar,1967,0.143519517
Myanmar,1966,0.114151975
Myanmar,1965,0.113565138
Myanmar,1964,0.12186273
Myanmar,1963,0.114896942
Myanmar,1962,0.128404767
Myanmar,1961,0.118050129
Myanmar,1960,0.126463436
Namibia,2011,1.239160489
Namibia,2010,1.449319237
Namibia,2009,1.478823448
Namibia,2008,1.691632521
Namibia,2007,1.15651357
Namibia,2006,1.133710499
Namibia,2005,1.139704177
Namibia,2004,0.979578029
Namibia,2003,0.946128589
Namibia,2002,0.899073375
Namibia,2001,1.044456125
Namibia,2000,0.865572541
Namibia,1999,0.896354963
Namibia,1998,1.053549328
Namibia,1997,1.022031208
Namibia,1996,1.025689756
Namibia,1995,0.98645943
Namibia,1994,0.822080572
Namibia,1993,0.738347398
Namibia,1992,0.74130287
Namibia,1991,0.692806066
Namibia,1990,0.018134907
Nepal,2011,0.159474455
